"movieId","title","genres","Director","Actors","Overview","Production_Countries","Production_Companies","Vote_Average","Vote_Count","Budget","Revenue","Keywords","Runtime","Content_Type","poster_path","backdrop_path","trailer_key"
"234.0","Exit to Eden (1994)","Comedy","Garry Marshall","Dana Delany, Paul Mercurio, Rosie O'Donnell","Photographer Elliot Slater has inadvertently snapped the only existing photos of elusive jewel thief Omar. When Elliot leaves for a private vacation on an S&M island, he is followed by Omar, Omar's partner, Nina, and undercover police officers Fred and Sheila. Unaware of the number of people chasing him, Elliot enjoys his stay at the resort, and finds himself falling in love with head dominatrix Lisa.","United States of America","Savoy Pictures","4.095","95.0","27500000.0","6800000.0","island, based on novel or book, smuggling (contraband), sexuality, romance, love, mistress, kinky, bdsm, detective comedy","114.0","Movie","","",""
"235.0","Ed Wood (1994)","Comedy|Drama","Tim Burton","Johnny Depp, Martin Landau, Sarah Jessica Parker","The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.","United States of America","Touchstone Pictures, Tim Burton Productions, Di Novi Pictures","7.5","2429.0","18000000.0","5900000.0","individual, taxi, fortune teller, transsexuality, transvestite, movie business, drug addiction, boxer, oddball, celebrity, morphine, los angeles, california, black and white, suburb, theremin, handgun, trick or treating, 1950s","127.0","Movie","","",""
"236.0","French Kiss (1995)","Action|Comedy|Romance","Lawrence Kasdan","Meg Ryan, Kevin Kline, Timothy Hutton","After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.","United Kingdom, United States of America","PolyGram Filmed Entertainment, Working Title Films, Prufrock Pictures","6.456","766.0","0.0","101982854.0","friendship, airport, countryside, paris, france, smuggling (contraband), in love with enemy, fear of flying, necklace, vineyard, deal, fiancé, break-up, cannes","111.0","Movie","","",""
"237.0","Forget Paris (1995)","Comedy|Romance","Billy Crystal","Billy Crystal, Debra Winger, Joe Mantegna","Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches.","United States of America","Castle Rock Entertainment, Face Productions","6.3","159.0","0.0","33177694.0","paris, france, crisis, dallas, texas, basketball, falling in love, told in flashback, referee, aftercreditsstinger","101.0","Movie","","",""
"238.0","Far From Home: The Adventures of Yellow Dog (1995)","Adventure|Children","Phillip Borsos","Mimi Rogers, Jesse Bradford, Bruce Davison","Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.","United States of America","20th Century Fox","6.11","91.0","0.0","0.0","wilderness, boy and dog, pets","81.0","Movie","","",""
"239.0","A Goofy Movie (1995)","Animation|Children|Comedy|Romance","Kevin Lima","Bill Farmer, Jason Marsden, Rob Paulsen","An endearing modern-day story about how the lovable Goof bonds with his teenage son Max on a hilarious cross-country road trip. En route to the ol' fishing hole, they find themselves up to their floppy ears in misadventure!","Australia, Canada, France, United States of America","Walt Disney Pictures, Walt Disney Animation, Phoenix Animation Studios, Pixibox, Walt Disney Animation, Walt Disney Feature Animation","7.008","1856.0","18000000.0","35348597.0","parent child relationship, pop singer, cartoon, musical, road trip, celebrity, coming of age, first love, cross country trip, father son relationship","78.0","Movie","","",""
"240.0","Hideaway (1995)","Thriller","Brett Leonard","Jeff Goldblum, Christine Lahti, Alicia Silverstone","Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.","United States of America","TriStar Pictures","5.226","166.0","15000000.0","12201255.0","","103.0","Movie","","",""
"241.0","Fluke (1995)","Children|Drama","Carlo Carlei","Matthew Modine, Nancy Travis, Eric Stoltz","Workaholic Thomas Johnson dies in an auto accident and reincarnates as a dog. Remembering some of his previous being, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, his memories return, and Thomas realizes he wasn't such a good husband and father.","United States of America","Rocket Pictures, Metro-Goldwyn-Mayer","7.096","272.0","15000000.0","4000000.0","based on novel or book, parent child relationship, reincarnation, flashback, talking dog, car accident, dog, pets","96.0","Movie","","",""
"242.0","Farinelli: il castrato (1994)","Drama|Musical","Gérard Corbiau","Stefano Dionisi, Enrico Lo Verso, Elsa Zylberstein","The life and career of Italian opera singer Farinelli, considered one of the greatest castrato singers of all time.","Italy, France, Belgium","MG, Stéphan Films, Italian International Film","6.6","178.0","0.0","0.0","opera, sibling relationship, eunuch, biography, dresden, germany, opera singer","111.0","Movie","","",""
"243.0","Gordy (1995)","Children|Comedy|Fantasy","Mark Lewis","Doug Stone, Kristy Young, James Donadio","A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.","United States of America","Robson Orr Entertainment, RAS Entertainment Ltd.","5.3","32.0","0.0","3992809.0","country music, pig, talking pig, hopeful","90.0","Movie","","",""
"246.0","Hoop Dreams (1994)","Documentary","Steve James","William Gates, Arthur Agee, Gene Pingatore","Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.","United States of America","Fine Line Features, Kartemquin Films","7.601","318.0","700000.0","7830611.0","chicago, illinois, sports, narration, ghetto, college, basketball, high school sports, inner city, high school student","174.0","Movie","","",""
"247.0","Heavenly Creatures (1994)","Crime|Drama","Peter Jackson","Melanie Lynskey, Kate Winslet, Sarah Peirse","Precocious teenager Juliet moves to New Zealand with her family and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. This friendship gradually develops into an intense and obsessive bond.","New Zealand, United States of America","Miramax, WingNut Films, New Zealand Film Commission, Fontana Productions","6.97","979.0","5000000.0","3049135.0","mother, obsession, literature, christchurch, based on true story, love, friends, murder, relationship, 1950s, romantic, tragic","109.0","Movie","","",""
"248.0","Houseguest (1994)","Comedy","Randall Miller","Sinbad, Phil Hartman, Jeffrey Jones","In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.","United States of America","Caravan Pictures, Hollywood Pictures","5.441","76.0","10500000.0","26300000.0","christmas party, christmas tree, pittsburgh, pennsylvania, identity theft, christmas","109.0","Movie","","",""
"249.0","Immortal Beloved (1994)","Drama|Romance","Bernard Rose","Gary Oldman, Jeroen Krabbé, Isabella Rossellini","A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.","United States of America","Icon Productions","7.076","356.0","120.0","0.0","composer, deaf, letter, biography, sister-in-law, character study, uncle nephew relationship, für elise, ludwig van beethoven, portrait of an artist, life and career, classical musician, biographical drama, musician’s journey","121.0","Movie","","",""
"250.0","Heavyweights (1995)","Children|Comedy","Steven Brill","Tom McGowan, Aaron Schwartz, Shaun Weiss","Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.","United States of America","Walt Disney Pictures, Caravan Pictures","6.148","395.0","10000000.0","17700000.0","summer camp, psychopath, overweight, obesity, instructor, weight loss, fitness center, camp classic","97.0","Movie","","",""
"251.0","The Hunted (1995)","Action","J.F. Lawton","Christopher Lambert, John Lone, Joan Chen","Paul Racine, a high-powered American business executive in Japan, is catapulted into a maze of danger and intrigue after he and his sexy companion are the targets of assassins hired by the ruthless Kinjo.  To survive, Racine must join forces with a powerful samurai and together they will fight the force of evil in an awesome battle rooted in centuries of brutal conflict.","United States of America","Bregman/Baer Productions, Universal Pictures","5.7","118.0","15000000.0","6600000.0","martial arts, assassin, samurai, self sacrifice, villainess, secret society, fistfight, ninja, one man army, one against many, sword duel, good versus evil","110.0","Movie","/l34Zwkl914ZmnrZ4Mi6wwlRYZvZ.jpg","/etWCiglAhvJSKW0l7epoZKtkJrc.jpg","4CLDt5DvnOE"
"252.0","I.Q. (1994)","Comedy|Romance","Fred Schepisi","Tim Robbins, Meg Ryan, Walter Matthau","Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.","United States of America","Paramount Pictures, Sandollar Productions","6.02","469.0","25000000.0","26381221.0","wedding vows, mathematician, car mechanic, comet, halley's comet, matchmaker, research scientist","100.0","Movie","","",""
"253.0","Interview with the Vampire: The Vampire Chronicles (1994)","Drama|Horror","Neil Jordan","Tom Cruise, Brad Pitt, Antonio Banderas","A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.","United States of America","Geffen Pictures","7.381","6177.0","60000000.0","223664608.0","paris, france, based on novel or book, san francisco, california, vampire, bite, new orleans, louisiana, plantation, louisiana, pity, child vampire, gothic horror, 18th century, plague, 19th century, urban gothic, reluctant vampire","123.0","Movie","/2162lAT2MP36MyJd2sttmj5du5T.jpg","/3fChciF2G1wXHsyTfJD9y7uN6Il.jpg","qVknmcJHGfA"
"254.0","Jefferson in Paris (1995)","Drama","James Ivory","Nick Nolte, Greta Scacchi, Thandiwe Newton","His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.","France, United States of America, United Kingdom","Merchant Ivory Productions, Touchstone Pictures, Franco London Films, Gaumont","5.033","45.0","14000000.0","2474000.0","ambassador, france, paris, france, revolution, biography, versailles, president, 18th century","139.0","Movie","","",""
"255.0","The Jerky Boys (1995)","Comedy","James Melkonian","John G. Brennan, Kamal Ahmed, Alan Arkin","When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.","United States of America","Caravan Pictures, Touchstone Pictures","4.152","33.0","0.0","0.0","new york city, gangster, prank telephone call","82.0","Movie","","",""
"256.0","Junior (1994)","Comedy|Sci-Fi","Ivan Reitman","Arnold Schwarzenegger, Danny DeVito, Emma Thompson","A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth.","United States of America","Northern Lights Entertainment, Universal Pictures","5.193","1572.0","60000000.0","108400000.0","baby, media, pregnancy, medicine, scientist, burlesque, shocking, male pregnancy, fertility, gynaecology, ceasarean birth, baffled","109.0","Movie","","",""
"257.0","Just Cause (1995)","Mystery|Thriller","Arne Glimcher","Sean Connery, Laurence Fishburne, Blair Underwood","A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.","United States of America","Lee Rich Productions, Fountainbridge Films, Warner Bros. Pictures","6.24","595.0","0.0","36853222.0","florida, small town, rape, based on novel or book, professor, innocence, harvard university, revenge, serial killer","102.0","Movie","","",""
"258.0","A Kid in King Arthur's Court (1995)","Adventure|Children|Comedy|Fantasy|Romance","Michael Gottlieb","Thomas Ian Nicholas, Joss Ackland, Art Malik","A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?","United States of America","Trimark Pictures, Walt Disney Pictures, Tapestry Films","5.0","185.0","0.0","0.0","time travel, earthquake, camelot, king arthur, medieval, 6th century","89.0","Movie","","",""
"259.0","Kiss of Death (1995)","Crime|Drama|Thriller","Barbet Schroeder","David Caruso, Nicolas Cage, Samuel L. Jackson","Jimmy Kilmartin's an ex-con who's trying to go straight. But he can't say no to a quick driving job because his so-called friend's life is threatened. The job is for Little Junior Brown, a violent and powerful villain. When things go wrong, Jimmy is left to do the time, and his whole life is turned upside-down, but if that wasn't enough, the cops won't leave Jimmy alone when he gets out... They want Little Junior Brown.","United States of America","20th Century Fox","5.7","343.0","40000000.0","14942422.0","prison, new york city, undercover agent, gangster, psychopath, paranoia, witness protection, remake, revenge, murder, organized crime, recovering alcoholic, federal agent, hoodlum, undercover operation, neo-noir","101.0","Movie","","",""
"260.0","Star Wars (1977)","Action|Adventure|Sci-Fi","George Lucas","Mark Hamill, Harrison Ford, Carrie Fisher","Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.","United States of America","Lucasfilm Ltd., 20th Century Fox","8.204","21630.0","11000000.0","775398007.0","empire, galaxy, rebellion, android, hermit, smuggling (contraband), freedom, rebel, rescue mission, space, planet, desert, super power, oppression, space opera, nostalgic, wizard, totalitarianism, excited, exhilarated","121.0","Movie","","",""
"261.0","Little Women (1994)","Drama","Gillian Armstrong","Winona Ryder, Trini Alvarado, Samantha Mathis","With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.","United States of America","Di Novi Pictures, Columbia Pictures","7.3","1285.0","18000000.0","50083616.0","depression, parent child relationship, holiday, pregnancy, sister, desire, chalkboard, nightgown, birth of twins, woman director, christmas, 19th century, christmas romance, four sisters","119.0","Movie","","",""
"262.0","A Little Princess (1995)","Children|Drama","Alfonso Cuarón","Liesel Matthews, Eleanor Bron, Liam Cunningham","When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.","United States of America","Warner Bros. Pictures, Baltimore Pictures, Mark Johnson Productions","7.617","1010.0","17000000.0","10000000.0","based on novel or book, parent child relationship, boarding school, servant, private school, female friendship, school, little girl, orphan, class differences, india, schoolgirl, presumed dead, attic, magic realism, interracial friendship, african american servant","97.0","Movie","/9V4bAVEskSNbEqjVI0YmeuB0n8I.jpg","/tcMVpjdEpsXrbPtVrSmh4uDBSiy.jpg","Q3WJrWZ_npg"
"263.0","Ladybird Ladybird (1994)","Drama","Ken Loach","Crissy Rock, Vladimir Vega, Sandie Lavelle","Maggie has had four children, by four different fathers, removed by social services because of a previous violent relationship. When she meets Jorge, a gentle Latin American refugee, she gradually sees her chance for happiness, but her history still haunts her.","United Kingdom","Channel Four Films, Parallax Pictures","7.215","100.0","0.0","0.0","love, family, social services","101.0","Movie","","",""
"265.0","Like Water for Chocolate (1992)","Drama|Fantasy|Romance","Alfonso Arau","Lumi Cavazos, Marco Leonardi, Regina Torné","Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.","Mexico","Aviacsa, Cinevista","7.278","539.0","2000000.0","21744201.0","jealousy, sibling relationship, based on novel or book, cooking, marriage, mexican revolution, platonic love, wedding, single mother, magic realism, former lovers, lovers separated","105.0","Movie","","",""
"266.0","Legends of the Fall (1994)","Drama|Romance|War|Western","Edward Zwick","Brad Pitt, Anthony Hopkins, Aidan Quinn","In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga.","United States of America","Bedford Falls Productions, TriStar Pictures, Pangaea","7.384","2743.0","30000000.0","160638883.0","sibling relationship, post-traumatic stress disorder (ptsd), based on novel or book, world war i, journey around the world, montana, loyalty, ranch, affectation, native american, tragedy, interracial marriage, sibling rivalry, falling in love, interracial friendship, 1910s, 1900s, political aspiration, father son relationship, brother brother relationship, prohibition, beautiful landscapes, melodramatic, u.s. army soldier","133.0","Movie","","",""
"267.0","Major Payne (1995)","Comedy","Nick Castle","Damon Wayans, Karyn Parsons, William Hickey","Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.","United States of America","Universal Pictures, Wife 'n' Kids","6.445","848.0","0.0","30112050.0","war veteran, headquarter, military spoof, military base, military service, base, major, instructor","95.0","Movie","","",""
"269.0","My Crazy Life (1993)","Drama","Allison Anders","Angel Aviles, Seidy López, Jacob Vargas","Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.","United Kingdom, United States of America","Cineville, Film4 Productions, Sony Pictures Classics, HBO Showcase","6.6","35.0","0.0","3267313.0","east los angeles, gang, los angeles, california, poverty, gang member, hispanic, mexican american, girl gang, woman director, cholo, chola, echo park","92.0","Movie","","",""
"270.0","Love Affair (1994)","Drama|Romance","Glenn Gordon Caron","Warren Beatty, Annette Bening, Katharine Hepburn","Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.","United States of America","Warner Bros. Pictures, Mulholland Productions","5.4","60.0","60000000.0","18300000.0","cruise, disabled, empire state building, accident, accident victim","108.0","Movie","","",""
"271.0","Losing Isaiah (1995)","Drama","Stephen Gyllenhaal","Jessica Lange, Halle Berry, David Strathairn","Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.","United States of America","Paramount Pictures","6.5","102.0","17000000.0","7603766.0","self-abandonment, child abuse, mother, baby, based on novel or book, court case, single parent, social worker, smoking, drug addiction, adoption, social work, son, liberation, custody battle, looking for  birth parents, racist, surrogate mother, interracial relationship, extramarital affair","106.0","Movie","","",""
"272.0","The Madness of King George (1994)","Comedy|Drama","Nicholas Hytner","Nigel Hawthorne, Helen Mirren, Ian Holm","Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the monarch alternates between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.","United Kingdom, United States of America","The Samuel Goldwyn Company, Close Call Films, Film4 Productions","6.773","249.0","0.0","15238994.0","husband wife relationship, biography, based on true story, based on play or musical, parliament, mental illness, mental health, 18th century, king of england, assassination attempt, aristocracy, british monarchy, self destructiveness","107.0","Movie","","",""
"273.0","Mary Shelley's Frankenstein (1994)","Drama|Horror|Sci-Fi","Kenneth Branagh","Robert De Niro, Kenneth Branagh, Tom Hulce","Victor Frankenstein is a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.","United States of America, Japan","American Zoetrope, TriStar Pictures, Japan Satellite Broadcasting, IndieProd Company Productions","6.439","1302.0","45000000.0","112000000.0","experiment, remake, gothic horror, goth","123.0","Movie","","",""
"274.0","Man of the House (1995)","Comedy","James Orr","Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas","Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.","United States of America","Walt Disney Pictures","5.3","179.0","0.0","0.0","","96.0","Movie","","",""
"275.0","Mixed Nuts (1994)","Comedy","Nora Ephron","Steve Martin, Madeline Kahn, Rita Wilson","The events of a crisis hotline business on one crazy night during the Christmas holidays.","United States of America","TriStar Pictures","5.4","211.0","15000000.0","0.0","holiday, transvestite, slapstick comedy, remake, rollerblades, cross dresser, woman director, suicide hotline, christmas","97.0","Movie","","",""
"276.0","Milk Money (1994)","Comedy|Romance","Richard Benjamin","Melanie Griffith, Ed Harris, Michael Patrick Carter","Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.","United States of America","The Kennedy/Marshall Company, Paramount Pictures","6.378","296.0","0.0","18137661.0","prostitute, tree house, red-light district, stripper, make a match, mob boss, father son relationship","108.0","Movie","","",""
"277.0","Miracle on 34th Street (1994)","Drama","Les Mayfield","Mara Wilson, Richard Attenborough, Dylan McDermott","Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.","United States of America","20th Century Fox, Hughes Entertainment","6.745","1094.0","0.0","46264384.0","new love, holiday, department store, santa claus, miracle, wish, remake, christmas","114.0","Movie","","",""
"278.0","Miami Rhapsody (1995)","Comedy","David Frankel","Sarah Jessica Parker, Gil Bellows, Antonio Banderas","Even though Gwyn Marcus is engaged to her boyfriend, Matt, she is still afraid of commitment. While she admires her parents' loving relationship, she discovers that her family has not always been faithful in marriage, making it harder than ever to settle down. As her mother pressures her to get married, and plenty of attractive men appear in her life, Gwyn learns that she must balance her career, relationships and marriage to be truly happy.","United States of America","Hollywood Pictures, Cantaloupe Production","5.181","58.0","0.0","5.0","candid, intimate, understated, sentimental, adoring, amused, familiar, optimistic","95.0","Movie","","",""
"279.0","My Family (1995)","Drama","Gregory Nava","Edward James Olmos, Jimmy Smits, Esai Morales","Traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. Maria and Jose, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the '50s. As the second generation become adults in the '60s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.","United Kingdom, United States of America","Newcomb Productions, American Zoetrope, American Playhouse, Majestic Films International, New Line Cinema","7.444","81.0","5500000.0","11079373.0","immigrant, marriage, family relationships, los angeles, california, family, death of wife","128.0","Movie","","",""
"280.0","Murder in the First (1995)","Drama|Thriller","Marc Rocco","Christian Slater, Kevin Bacon, Gary Oldman","A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars.","France, United States of America","Wolper Organization, Warner Bros. Pictures, Le Studio Canal+","7.1","588.0","20000000.0","29500000.0","prison, prisoner, death row, alcatraz prison, lawyer, courtroom, murder trial, 1940s, mistreatment, public defender, prisoner abuse","122.0","Movie","","",""
"281.0","Nobody's Fool (1994)","Comedy|Drama|Romance","Robert Benton","Paul Newman, Bruce Willis, Melanie Griffith","A rascally nearing-retirement man juggles a workers' compensation suit while secretly working for his nemesis and flirting with his nemesis' young wife. As his estranged son returns, he faces new family responsibilities, while a banker plots to evict him from his home.","United States of America","Capella International, Cinehaus, Paramount Pictures","6.847","323.0","20000000.0","39491975.0","small town, illegal employment, retirement, new york state","110.0","Movie","","",""
"282.0","Nell (1994)","Drama","Michael Apted","Jodie Foster, Liam Neeson, Natasha Richardson","In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.","United States of America","Egg Pictures, PolyGram Filmed Entertainment","6.558","530.0","31000000.0","106683817.0","lake, loss of loved one, twin sister, autism, kaspar-hauser-syndrom, feral child, forest, north carolina, psychologist, family","112.0","Movie","/aIDp3x2YfijtdherR28pIH6yenn.jpg","/3Nv0jfMQvGKv4wL9rESZeyEw9Wl.jpg","n1Zay9SOYxA"
"283.0","New Jersey Drive (1995)","Crime|Drama","Nick Gomez","Sharron Corley, Gabriel Casseus, Saul Stein","Jason and Midget are two young, black teenagers living in Newark, New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.","United States of America","40 Acres and a Mule Filmworks, Gramercy Pictures","6.244","45.0","5000000.0","0.0","hip-hop, new jersey, police, brutality, troubled teen, black youths","98.0","Movie","","",""
"284.0","New York Cop (1993)","Action|Crime","Tōru Murakawa","Toru Nakamura, Chad McQueen, Mira Sorvino","Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?","Japan, United States of America","Distant Justice Joint Venture, Toei Video Company","2.813","9.0","0.0","0.0","","88.0","Movie","","",""
"285.0","Beyond Bedlam (1993)","Drama|Horror","Vadim Jean","Craig Fairbrass, Elizabeth Hurley, Keith Allen","An experiment gone awry places a neurologist and a homicide detective in a psychopath's nightmarish world.","United Kingdom","Metrodome Films","4.6","9.0","4800000.0","0.0","suicide, experiment, based on novel or book, detective, hallucination, scientist, drugs, killer","89.0","Movie","","",""
"287.0","Nina Takes a Lover (1994)","Comedy|Romance","Alan Jacobs","Laura San Giacomo, Paul Rhys, Michael O'Keefe","Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.","","Triumph Films","5.393","14.0","0.0","0.0","","100.0","Movie","","",""
"288.0","Natural Born Killers (1994)","Action|Crime|Thriller","Oliver Stone","Woody Harrelson, Juliette Lewis, Robert Downey Jr.","Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.","United States of America","Warner Bros. Pictures, Regency Enterprises, Alcor Films, Ixtlan Productions, New Regency Pictures, J D Productions","7.049","3622.0","34000000.0","50283563.0","daughter, journalist, sadistic, mass murder, yellow press, pop culture, trauma, controversy, satire, young couple, abuse, anxious, love on the run, fugitive lovers, ambiguous, antagonistic","118.0","Movie","/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg","/k3TOt50cHvTLXWYPnXP0szhiXB8.jpg","Quh24cn7-E8"
